item_id,item_label,reason,overview_item_id,exclude_other_parents
Q104870221,Bertitik,"root item with no P279/P361/P495 parent; Bajau traditional ensemble, Bajau people span Malaysia/Philippines/Indonesia, Sabah (Malaysia) has the largest population (low-medium confidence, user-confirmed guess)",Q3328715,
Q5521262,Gangtai,"root item with no P279/P361/P495 parent; term jointly denotes Hong Kong + Taiwan pop music, Hong Kong chosen as a coin-flip (low confidence, user-confirmed guess)",Q6942118,
Q6772364,Maroon music,"root item with no P279/P361/P495 parent; Maroon (escaped-slave descendant) communities span Jamaica, Suriname, French Guiana and other Caribbean/circum-Caribbean nations (medium confidence, user-confirmed guess)",Q3394906,
Q3470607,Sama'i,"root item with no P279/P361 parent, but a Turkish Ottoman classical vocal/instrumental form (country of origin Turkey) missed by the automated seed/indigenous_to/country_of_origin classification",Q1074080,
Q4065202,Anglo-American music,"root item with no P279/P361 parent and no P2341/P495 value, a cross-national English-speaking-world genre grouping missed by the automated seed/indigenous_to/country_of_origin classification",LOCAL:anglo-american-music,
Q86679227,Aramaic music,"root item with no P279/P361 parent and no P2341/P495 value, a cross-national Aramaic/Assyrian-Syriac genre grouping missed by the automated seed/indigenous_to/country_of_origin classification",LOCAL:aramaic-music,
Q16724491,Nordic tone,"root item with no P279/P361 parent and no P2341/P495 value, a cross-national Nordic/Scandinavian genre grouping missed by the automated seed/indigenous_to/country_of_origin classification",LOCAL:nordic-music,
Q7570655,Southern cone music,"root item with no P279/P361 parent and no P2341/P495 value, a cross-national Southern Cone genre grouping missed by the automated seed/indigenous_to/country_of_origin classification",LOCAL:southern-cone,
Q3398980,Bailada,"root item with no P279/P361 parent, but a Spanish genre missed by the automated seed/indigenous_to/country_of_origin classification",Q964987,
Q1217862,Die anderen Bands,"root item with no P279/P361 parent, but a German genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2743758,
Q18205595,BMG movement,"root item with no P279/P361 parent, but a United-States-originated (Banjo/Mandolin/Guitar) genre missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q5442427,Fell,"root item with no P279/P361 parent, but a traditional Goan Catholic folk dance/music genre performed during the Goa Carnival (country India) missed by the automated seed/indigenous_to/country_of_origin classification",Q531426,
Q4456147,Terra Verde,"root item with no P279/P361 parent, but a United States contemporary-ragtime offshoot (coined 1995 by David Thomas Roberts) missed by the automated seed/indigenous_to/country_of_origin classification",Q2267955,
Q16115207,Cha-wave,"root item with no P279/P361 parent, but a Croatian genre (popular music in the Chakavian dialect) missed by the automated seed/indigenous_to/country_of_origin classification",Q1236268,
Q6694797,Lu,"root item with no P279/P361 parent, but a Tibetan a cappella high-pitched folk-song style missed by the automated seed/indigenous_to/country_of_origin classification",Q1585558,
Q7424751,Sarva,"root item with no P279/P361 parent, but an Iranian (Bushehr-region) genre of free-metre couplets with ney anban bagpipe missed by the automated seed/indigenous_to/country_of_origin classification",Q1672398,
Q5276393,Dihanaam,"root item with no P279/P361 parent, but an Assamese (India) devotional call-and-response singing tradition (Sankardev tradition) missed by the automated seed/indigenous_to/country_of_origin classification",Q531426,
Q10352317,pra God,"root item with no P279/P361 parent, but a Brazilian genre (country of origin Brazil, tagged under Wiki Loves Cultura Popular Brasil) missed by the automated seed/indigenous_to/country_of_origin classification",Q899215,
Q136342829,Hò,"root item with no P279/P361 parent and no resolvable Wikidata label, but a Vietnamese traditional work/folk song genre (country of origin Vietnam, linked to Vietnamese Wikipedia article Hò) missed by the automated seed/indigenous_to/country_of_origin classification",Q1156957,
Q7920719,Ver,"root item with no P279/P361 parent, but a Goan (India) folk-song genre sung during the pre-wedding Ros/Roce ceremony (related to Mando/Dulpod/Ovi) missed by the automated seed/indigenous_to/country_of_origin classification",Q531426,
Q124130234,Burlesque,"root item with no P279/P361 parent, but a comic/satirical musical-theatre genre originating in 18th-century Europe with no single national home missed by the automated seed/indigenous_to/country_of_origin classification",Q3328676,
Q5150913,Combined rhythm,"root item with no P279/P361 parent and no P2341/P495 value, but a Dutch Antillean genre (Ritmo Kombina, sung in Papiamento) missed by the automated seed/indigenous_to/country_of_origin classification",Q28129954,
Q11300154,ground beat,"root item with no P279/P361 parent and no P2341/P495 value, but an early-1990s London (UK) acid jazz/rare-groove offshoot missed by the automated seed/indigenous_to/country_of_origin classification",Q268673,
Q6367434,Kar,root item with no P279/P361 parent; Ottoman/Turkish classical vocal genre missed by the automated seed/indigenous_to/country_of_origin classification,Q1074080,
Q8074593,Zoti,root item with no P279/P361 parent; Goan (India) wedding song genre missed by the automated classification,Q6942096,
Q131926355,Chuntunqui,root item with no P279/P361 parent; Bolivian (Chuquisaca) genre missed by the automated classification,Q3328603,
Q3026173,diane,root item with no P279/P361 parent; French military reveille drum-call genre missed by the automated classification,Q672134,
Q3868755,mutu,root item with no P279/P361 parent; Sardinian (Italy) improvised sung-poetry genre missed by the automated classification,Q6942263,
Q6109162,ritmo de panaderas,root item with no P279/P361 parent; Castilian (Spain) work-song genre missed by the automated classification,Q964987,
Q16674705,matanya,root item with no P279/P361 parent; Russian chastushka-family folk-song genre missed by the automated classification,Q2498201,
Q5001430,bush ballad,root item with no P279/P361 parent; Australian ballad genre missed by the automated classification,Q3114644,
Q7694469,teenage tragedy song,root item with no P279/P361 parent; American 1950s-60s pop ballad genre missed by the automated classification,Q2267955,
Q966438,blues ballad,root item with no P279/P361 parent; American blues/ballad hybrid genre missed by the automated classification,Q2267955,
Q1947846,murder ballad,root item with no P279/P361 parent; transatlantic Anglo-American ballad genre missed by the automated classification,LOCAL:anglo-american-music,
Q106590023,execution ballad,root item with no P279/P361 parent; transatlantic Anglo-American ballad genre missed by the automated classification,LOCAL:anglo-american-music,
Q579955,regueifa,root item with no P279/P361 parent; Galician (Spain) improvisational singing-duel genre missed by the automated classification,Q10334896,
Q1033810,cantiga de amigo,root item with no P279/P361 parent; medieval Galician-Portuguese lyric genre missed by the automated classification,Q110592632,
Q1779319,cantiga de amor,root item with no P279/P361 parent; medieval Galician-Portuguese lyric genre missed by the automated classification,Q110592632,
Q1779217,cantiga de escarnio e maldizer,root item with no P279/P361 parent; medieval Galician-Portuguese lyric genre missed by the automated classification,Q110592632,
Q8083433,Żurawiejka,root item with no P279/P361 parent; Polish cavalry-regiment song genre missed by the automated classification,Q473602,
Q5449121,Filmi-ghazal,root item with no P279/P361 parent; Indian (Bollywood) film-ghazal genre missed by the automated classification,Q531426,
Q7634691,Sugama Sangeetha,root item with no P279/P361 parent; Kannada (India) light-music genre missed by the automated classification,Q531426,
Q896981,field holler,root item with no P279/P361 parent; African-American work-song genre missed by the automated classification,Q2267955,
Q4993817,military cadence,root item with no P279/P361 parent; American military marching-cadence genre missed by the automated classification,Q2267955,
Q16820420,American march music,root item with no P279/P361 parent; American march genre missed by the automated classification,Q2267955,
Q122730605,Cosmic American,root item with no P279/P361 parent; American genre term (coined by Gram Parsons) missed by the automated classification,Q2267955,
Q107539904,estrada music,root item with no P279/P361 parent; Soviet-era popular-music genre spanning the USSR missed by the automated classification,Q130572,
Q97326344,musica leggera,root item with no P279/P361 parent; Italian light-pop genre missed by the automated classification,Q3679098,
Q3980643,tammurriata,root item with no P279/P361 parent; Campanian (Italy) folk-dance genre missed by the automated classification,Q3679098,
Q120413103,tarantella napoletana,root item with no P279/P361 parent; Neapolitan (Italy) tarantella genre missed by the automated classification,Q3679098,
Q448738,ensalada,root item with no P279/P361 parent; Spanish Renaissance quodlibet genre missed by the automated classification,Q964987,
Q2447826,katta ashula,root item with no P279/P361 parent; Uzbek vocal genre missed by the automated classification,Q3328738,
Q1540495,puirt à beul,root item with no P279/P361 parent; Scottish Gaelic mouth-music genre missed by the automated classification,Q1048469,
Q111212208,xoan,root item with no P279/P361 parent; Vietnamese (Phu Tho) folk-song genre missed by the automated classification,Q1156957,
Q135472492,Dangdut hip-hop,root item with no P279/P361 parent; Indonesian genre fusion missed by the automated classification,Q1210921,
Q124342217,Cateretê,root item with no P279/P361 parent; Brazilian folk-dance genre missed by the automated classification,Q899215,
Q124342216,Tanguinho,root item with no P279/P361 parent; Brazilian genre missed by the automated classification,Q899215,
Q115632110,batuque paulista,root item with no P279/P361 parent; Brazilian (São Paulo) genre missed by the automated classification,Q899215,
Q812605,Bavarian polka,root item with no P279/P361 parent; Bavarian (Germany) regional genre missed by the automated classification,Q110167313,
Q79054127,Kengë malsorqe,root item with no P279/P361 parent; Albanian highland song genre missed by the automated classification,Q1075799,
Q8062662,Yōkyoku,root item with no P279/P361 parent; Japanese Noh vocal genre missed by the automated classification,Q257533,
Q5242609,Dawr,root item with no P279/P361 parent; Egyptian classical vocal genre missed by the automated classification,Q18129813,
Q11497177,Temari song,root item with no P279/P361 parent; Japanese children's-song genre missed by the automated classification,Q257533,
Q60792489,Galician chant,root item with no P279/P361 parent; Galician (Spain) chant genre missed by the automated classification,Q10334896,
Q2956242,Messinian chant,root item with no P279/P361 parent; Greek chant genre missed by the automated classification,Q1465419,
Q25400286,Nyabinghi chanting,root item with no P279/P361 parent; Jamaican Rastafari chant genre missed by the automated classification,Q572717,
Q7663254,Syriac chant,root item with no P279/P361 parent; Aramaic/Syriac liturgical chant genre with no single national home missed by the automated classification,LOCAL:aramaic-music,
Q48747276,lamentu,root item with no P279/P361 parent; Corsican funeral-lament genre missed by the automated classification,Q2378916,
Q2894547,keening,root item with no P279/P361 parent; Irish/Scottish Gaelic mourning-lament genre missed by the automated classification,Q1378776,
Q118744385,Latin dance music,root item with no P279/P361 parent; pan-Latin-American dance genre missed by the automated classification,Q727781,
Q98528166,Latin electronic music,root item with no P279/P361 parent; pan-Latin-American electronic genre missed by the automated classification,Q727781,
Q110592440,Contemporary Latin music,root item with no P279/P361 parent; pan-Latin-American genre missed by the automated classification,Q727781,
Q1233698,Harmonie,"root item with no P279/P361 parent; Austrian court wind-ensemble tradition (Harmoniemusik), disambiguated by user against the German alternative",Q2090712,
Q3395292,Bugarštica,"root item with no P279/P361 parent; South Slavic epic ballad genre spanning Dalmatia and the Bay of Kotor, disambiguated by user to the Yugoslav umbrella rather than a single successor state",Q1522794,
Q4469861,ozlau,"root item with no P279/P361 parent; Turkic overtone-singing style spanning Kazakh/Bashkir/Tatar traditions, no single national home; user requested a Turkic-peoples umbrella",LOCAL:turkic-peoples-music,
Q15990884,cantillation,root item with no P279/P361 parent; Jewish liturgical chant tradition with no single national home; user requested a Jewish-liturgical umbrella,LOCAL:jewish-liturgical-music,
Q108297215,chazzanut,root item with no P279/P361 parent; Jewish cantorial liturgical tradition with no single national home; user requested a Jewish-liturgical umbrella,LOCAL:jewish-liturgical-music,
Q6410349,kinah,root item with no P279/P361 parent; Jewish liturgical lamentation genre with no single national home; user requested a Jewish-liturgical umbrella,LOCAL:jewish-liturgical-music,
Q4202963,Ypakoe,root item with no P279/P361 parent; Eastern Orthodox liturgical chant genre with no single national home; user requested an Eastern Orthodox umbrella,LOCAL:eastern-orthodox-chant,
Q1969410,ikos,root item with no P279/P361 parent; Eastern Orthodox liturgical chant genre with no single national home; user requested an Eastern Orthodox umbrella,LOCAL:eastern-orthodox-chant,
Q919516,troparion,root item with no P279/P361 parent; Eastern Orthodox liturgical chant genre with no single national home; user requested an Eastern Orthodox umbrella,LOCAL:eastern-orthodox-chant,
Q21654728,calophonic chant,root item with no P279/P361 parent; Eastern Orthodox ('kalophonic') ornamented chant style with no single national home; user requested an Eastern Orthodox umbrella,LOCAL:eastern-orthodox-chant,
Q5202394,cântec batrânesc,root item with no P279/P361 parent; Romanian epic ballad genre missed by the automated classification,Q852210,
Q1432540,trallalero,"root item with no P279/P361 parent; Genoese (Liguria, Italy) polyphonic singing genre missed by the automated classification",Q3679098,
Q100321326,Dahira,root item with no P279/P361 parent; Senegalese Mouride Sufi devotional chant genre missed by the automated classification,Q3328770,
Q4452845,tahpah,"root item with no P279/P361 parent; Khakas (Siberia, Russia) traditional vocal genre, confirmed via web search and matched to the existing music of Khakassia overview",Q6941928,
Q4869661,battaglia,"root item with no P279/P361 parent; Italian Renaissance/Baroque battle-piece genre, disambiguated by user against the broader pan-European usage",Q3679098,
Q252821,Viennese couplet,root item with no P279/P361 parent; Austrian cabaret/operetta song genre missed by the automated classification,Q2090712,
Q140774743,freilach,root item with no P279/P361 parent; Yiddish/Ashkenazi klezmer dance genre with no single national home; user requested a distinct Jewish-diasporic (non-liturgical) umbrella,LOCAL:jewish-diasporic-music,
Q123177120,franco,"root item with no P279/P361 parent; Quebecois popular-music style, user requested the more precise music of Quebec overview over a generic Canada one",Q3328756,
Q116884389,son,root item with no P279/P361 parent; Cuban genre missed by the automated seed/indigenous_to/country_of_origin classification,Q1544863,
Q107124397,sonero music,root item with no P279/P361 parent; Cuban son-derived genre missed by the automated classification,Q1544863,
Q107740285,cumbia,root item with no P279/P361 parent; user requested the broader music of Latin America overview over a single-country fit,Q727781,
Q9048261,urbano music,"root item with no P279/P361 parent; pan-Latin American urban genre with no single national home, nested under music of Latin America per user request",Q727781,
Q768134,mestizo,"root item with no P279/P361 parent; pan-Latin American mestizo genre with no single national home, nested under music of Latin America per user request",Q727781,
Q6705212,Lusophone music,"root item with no P279/P361 parent; Portuguese-speaking-world genre with no single national home, nested under the existing synthetic Lusophone overview",LOCAL:lusophone-music,
Q111540535,cantautor music,"root item with no P279/P361 parent; Hispanic singer-songwriter tradition with no single national home, nested under the new synthetic Hispanic-world overview per user request",LOCAL:hispanic-world,
Q107718509,Hispanic music,"root item with no P279/P361 parent; broad umbrella with no single national home, promoted to its own synthetic regional overview per user request",LOCAL:hispanic-world,
Q1716019,Jewish music,"root item with no P279/P361 parent; broad umbrella with no single national home, promoted to its own synthetic regional overview per user request",LOCAL:jewish-tradition-music,
Q107024992,ancient Levitical music,"root item with no P279/P361 parent; ancient Temple-era Jewish liturgical music, nested under the existing synthetic Jewish-liturgical overview",LOCAL:jewish-liturgical-music,
Q11907705,Ball de bot,"root item with no P279/P361 parent; traditional Catalan/Balearic folk dance, nested under Catalonia per user disambiguation",Q3808055,
Q16497280,batuque,"root item with no P279/P361 parent; Wikidata confirms country of origin Brazil (""Afro-Brazilian dances accompanied by percussion""), distinct from the separate Cape Verdean batuku tradition",Q899215,
Q3978155,suri sicuri,"root item with no P279/P361 parent; Wikidata lists country of origin as both Bolivia and Peru (genuinely cross-national Andean panpipe tradition), nested under the existing synthetic Andean overview per user request",LOCAL:andean-music,
Q17598653,kitchen song,"root item with no P279/P361 parent; confirmed via web research as a Newfoundland/Canadian-Maritime kitchen-party folk tradition, not Scottish or Irish specifically",Q6942214,
Q13037709,Borrohite,root item with no P279/P361 parent; Albanian shepherd funeral song tradition confirmed via web research,Q1075799,
Q21064844,Hako,"root item with no P279/P361 parent; Wikidata confirms country of origin Chile, subclass of war dance",Q3889385,
Q12825187,Kor,root item with no P279/P361 parent; Wikidata confirms part of the culture of Uzbekistan per the National Encyclopedia of Uzbekistan,Q3328738,
Q107641917,Laku,"root item with no P279/P361 parent; Wikidata confirms country of origin Suriname (""Surinamese dance and music style"")",Q6942295,
Q138388459,la danse Falé,root item with no P279/P361 parent; Wikidata confirms country of origin Mali,Q10334890,
Q130660185,New Partisans,"root item with no P279/P361 parent; 1980s Yugoslav music movement, subclass of ""popular music in Yugoslavia"" which never got its own item row in the tree, so nested under the national overview instead",Q1522794,
Q3981262,Tasgia,"root item with no P279/P361 parent; polyphonic singing system specific to upper Gallura, Sardinia, subclass of ""polyphony"" which never got its own item row in the tree, so nested under the more specific Sardinia overview instead of Italy",Q6942263,
Q5821609,costillar,"root item with no P279/P361 parent; confirmed via web research as a Chiloé, Chile folk dance (bottle-circling dance)",Q3889385,
Q724010,Ashiqs of Azerbaijan,root item with no P279/P361 parent; Azerbaijani bardic singing tradition,Q724104,
Q2881396,Ballu tundu,root item with no P279/P361 parent; Sardinian dance tradition,Q6942263,
Q115632116,Batuque de Umbigada,root item with no P279/P361 parent; Brazilian belly-bump dance tradition,Q899215,
Q4897056,Beste,root item with no P279/P361 parent; Ottoman/Turkish classical vocal form,Q1074080,
Q2741465,Calinda,root item with no P279/P361 parent; Trinidadian stick-fighting song/dance tradition,Q6942303,
Q5031532,Canción mexicana,root item with no P279/P361 parent; Mexican song genre,Q3397325,
Q12385250,Carballesa,root item with no P279/P361 parent; Galician traditional dance,Q10334896,
Q2668052,Dutch-language music,root item with no P279/P361 parent; genre defined by Dutch-language lyrics,Q377185,
Q1046920,Dōjin music,root item with no P279/P361 parent; Japanese fan-made/independent music scene,Q257533,
Q1942905,Geuzen song,root item with no P279/P361 parent; 16th-century Dutch Beggars (Geuzen) song tradition,Q377185,
Q1915787,H8000,"root item with no P279/P361 parent; Kortrijk, Belgium hardcore punk scene",Q2587471,
Q127472147,Hindi music,root item with no P279/P361 parent; genre defined by Hindi-language lyrics,Q531426,
Q16154635,Kabarett,root item with no P279/P361 parent; German cabaret song tradition,Q2743758,
Q6351763,Kalbelia,root item with no P279/P361 parent; Rajasthani (India) folk music/dance tradition,Q531426,
Q109470684,Kanshū,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q3192842,Kapa haka,root item with no P279/P361 parent; Māori performing-arts tradition,Q6942216,
Q3656514,Milanese song,root item with no P279/P361 parent; song genre in the Milanese dialect,Q3679098,
Q109470683,Péilú,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q109470688,Ringa,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q109470687,Senshuraku,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q109470685,Torika,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q109470686,so gōkō,root item with no P279/P361 parent; Japanese rakugo-tradition term,Q257533,
Q13118900,Powada,root item with no P279/P361 parent; Marathi (India) ballad tradition,Q531426,
Q6093230,Punto guanacasteco,root item with no P279/P361 parent; Costa Rican national dance/song,Q17080863,
Q12154808,Ukrainian social household song,root item with no P279/P361 parent; Ukrainian domestic folk-song tradition,Q155858,
Q19899689,Rebita,root item with no P279/P361 parent; Greek rebetiko-adjacent dance/song form,Q1465419,
Q3487087,Smyrneiko,root item with no P279/P361 parent; Greek (Smyrna-style) rebetiko genre,Q1465419,
Q12338430,Sønderhoning,root item with no P279/P361 parent; Danish (Sønderho) folk dance tradition,Q2449418,
Q10378015,Tambor de Crioula,root item with no P279/P361 parent; Brazilian (Maranhão) Afro-Brazilian tradition,Q899215,
Q6147820,Tocotín,root item with no P279/P361 parent; Mexican colonial-era dance/song tradition,Q3397325,
Q5655239,abozao,root item with no P279/P361 parent; Panamanian dance/genre,Q6942240,
Q3631657,aṣíkò,root item with no P279/P361 parent; Yoruba (Nigeria) music genre,Q2738838,
Q15720097,bhavageete,root item with no P279/P361 parent; Kannada (India) devotional/lyrical poetry set to music,Q531426,
Q120403952,bulería of Jerez de la Frontera,"root item with no P279/P361 parent; flamenco palo specific to Jerez, Spain",Q964987,
Q9668561,bumba meu boi do Maranhão,root item with no P279/P361 parent; Brazilian (Maranhão) folk tradition,Q899215,
Q18466722,cacuriá,root item with no P279/P361 parent; Brazilian (Maranhão) folk dance,Q899215,
Q20102893,cançó de croada,root item with no P279/P361 parent; Catalan song tradition,Q3808055,
Q508790,chastushka,root item with no P279/P361 parent; Russian short humorous folk verse-song,Q2498201,
Q5116136,chumaichada,root item with no P279/P361 parent; Galician traditional dance,Q10334896,
Q5793032,cuándo,root item with no P279/P361 parent; Argentine folk dance,Q645992,
Q5221793,dappankuthu,root item with no P279/P361 parent; Tamil Nadu (India) dance-music genre,Q531426,
Q985135,giddha,root item with no P279/P361 parent; Punjabi (India) folk dance/song,Q531426,
Q2249365,kawina,root item with no P279/P361 parent; Afro-Surinamese music genre,Q6942295,
Q25624527,luddi,root item with no P279/P361 parent; Punjabi (India) folk dance,Q531426,
Q5799202,machetero,root item with no P279/P361 parent; Bolivian folk dance,Q3328603,
Q1423598,mapalé,root item with no P279/P361 parent; Afro-Colombian dance genre,Q920883,
Q1262697,mento,root item with no P279/P361 parent; Jamaican folk music genre,Q572717,
Q12399034,muiñeira vella,root item with no P279/P361 parent; Galician traditional dance,Q10334896,
Q20492204,music in Catalan language,root item with no P279/P361 parent; genre defined by Catalan-language lyrics,Q3808055,
Q138327511,nat thachin,root item with no P279/P361 parent; Burmese (Myanmar) traditional song genre,Q3328602,
Q6066199,patacoré,root item with no P279/P361 parent; Afro-Colombian (Chocó) dance genre,Q920883,
Q6126881,shaqapas,root item with no P279/P361 parent; Bolivian (Aymara) dance genre,Q3328603,
Q6129485,sirilla,root item with no P279/P361 parent; Bolivian dance genre,Q3328603,
Q100330639,steel drum music,root item with no P279/P361 parent; Trinidadian steelpan music tradition,Q6942303,
Q3529199,tinku,root item with no P279/P361 parent; Bolivian ritual dance,Q3328603,
Q97097034,tirana,root item with no P279/P361 parent; Spanish (flamenco-adjacent) song form,Q964987,
Q65212418,Pandero song,root item with no P279/P361 parent; Puerto Rican pandero-driven music tradition,Q427183,
Q5676196,Pandilla Punoan,root item with no P279/P361 parent; Peruvian (Puno) dance genre,Q3085344,
Q7259146,Pukllay,root item with no P279/P361 parent; Peruvian Andean carnival dance,Q3085344,
Q136946883,Wapululos de Lampa,root item with no P279/P361 parent; Peruvian (Lampa) dance genre,Q3085344,
Q12849794,Şərqi,root item with no P279/P361 parent; traditional Azerbaijani song genre,Q724104,
Q2494949,Gato,root item with no P279/P361 parent; Argentine folk dance,Q645992,
Q5479290,Gato cuyano,root item with no P279/P361 parent; Argentine (Cuyo region) folk dance,Q645992,
Q5401205,Zamba alegre,root item with no P279/P361 parent; Argentine folk dance,Q645992,
Q20656222,galopa misionera,root item with no P279/P361 parent; Argentine (Misiones) folk genre,Q645992,
Q6152936,triunfo,root item with no P279/P361 parent; Argentine/Andean folk dance,Q645992,
Q5529320,Gbedu (drum),root item with no P279/P361 parent; Yoruba (Nigeria) drum/music tradition,Q2738838,
Q3835724,Llamerada,root item with no P279/P361 parent; Bolivian (Oruro carnival) llama-themed dance,Q3328603,
Q8774180,El vito,root item with no P279/P361 parent; Andalusian (Spain) traditional dance/song,Q964987,
Q105337573,set-dansi,root item with no P279/P361 parent; Faroese set-dance tradition,Q6942371,
Q3562031,voceru,root item with no P279/P361 parent; Corsican funeral lament tradition,Q2378916,
Q631621,bertsolaritza,root item with no P279/P361 parent; Basque improvised sung-verse tradition,LOCAL:basque-country,
Q2635155,Ahidus,"root item with no P279/P361 parent; Amazigh (Berber, Morocco) collective dance-music tradition",Q2346484,
Q15306187,Corrido,root item with no P279/P361 parent; Mexican narrative ballad genre,Q3397325,
Q25705473,New Year's kalanta,root item with no P279/P361 parent; Greek New Year carol tradition,Q1465419,
Q11395595,debayashi in rakugo,root item with no P279/P361 parent; Japanese rakugo entrance-music genre,Q257533,
Q11660625,densha shōka,root item with no P279/P361 parent; Japanese train-jingle song genre,Q257533,
Q11410949,classic rakugo,root item with no P279/P361 parent; Japanese rakugo performance tradition,Q257533,
Q2036172,pizzica,root item with no P279/P361 parent; Italian (Salento) tarantella-family dance,Q3679098,
Q106560670,suri sicuri (Bolivia),root item with no P279/P361 parent; Bolivia-specific panpipe tradition (label explicitly names the country),Q3328603,
Q324617,tarantella,root item with no P279/P361 parent; Italian folk dance genre,Q3679098,
Q1245536,tuna,root item with no P279/P361 parent; Spanish/Iberian student musical-group tradition,Q964987,
Q16119301,al-hawizi maqam,root item with no P279/P361 parent; Iraqi maqam tradition,Q3328692,
Q373982,logobi,root item with no P279/P361 parent; Ivorian (Cote d'Ivoire) dance-music genre,Q3328693,
Q355247,strathspey,root item with no P279/P361 parent; Scottish dance/tune tradition,Q1048469,
Q133837227,American classical guitar music,root item with no P279/P361 parent; United States classical guitar tradition,Q2267955,
Q141236774,Tame (dansa),"root item with no P279/P361 parent; Wikidata label is missing (displays as bare QID) but WebFetch confirmed real content: Niuean folk dance/music genre ""Tame"" imported from Catalan Wikipedia",Q14548294,
Q107414578,Tuka,root item with no P279/P361 parent; a Surinamese genre missed by the automated seed/indigenous_to/country_of_origin classification,Q6942295,
Q107414547,Maraca,root item with no P279/P361 parent; a Surinamese genre missed by the automated seed/indigenous_to/country_of_origin classification,Q6942295,
Q12257012,Eresiak,"root item with no P279/P361 parent; Basque dirge tradition, more precisely Basque than Spanish so targets the Basque Country overview",LOCAL:basque-country,
Q104870123,Bantu music,"root item with no P279/P361 parent; pan-African ethnolinguistic grouping with no single national/ethnic home, targets the broad Africa overview",Q369820,
Q140285794,Saami-language music,"root item with no P279/P361 parent; Sami tradition spans Norway/Sweden/Finland/Russia with no single national home, targets the Nordic-countries overview",Q26302245,
Q12111341,Cossack song,"root item with no P279/P361 parent; subclass of Slavic folk song, best-documented/UNESCO-recognized tradition is Ukrainian Cossack song",Q155858,
Q137544146,Fife music,"root item with no P279/P361 parent; Wikidata scopes it to the Historical Carnival of Ivrea, an Italian (Piedmontese) tradition",Q3679098,
Q1775526,Contradanza,"root item with no P279/P361 parent; pan-Hispanic dance tradition (Spain, Cuba, Puerto Rico, Dominican Republic, Mexico) with no single national home, targets the Hispanic-world overview per user direction",LOCAL:hispanic-world,
Q2069651,Kolomyjka,root item with no P279/P361 parent; a Ukrainian folk dance/music genre missed by the automated classification,Q155858,
Q17049926,Q'axilu,root item with no P279/P361 parent; a Peruvian indigenous dance/music genre,Q3085344,
Q106527826,Sekete,root item with no P279/P361 parent; a Surinamese dance/music genre,Q6942295,
Q5707612,arunguita,root item with no P279/P361 parent; an Argentine folk dance/music genre,Q645992,
Q1818108,chakroelo,"root item with no P279/P361 parent; this is Chakrulo, a UNESCO-recognized Georgian polyphonic folk song",Q2032053,
Q125923060,charrasquiño,root item with no P279/P361 parent; a Galician (Spain) music and dance form,Q964987,
Q8457821,cielito,root item with no P279/P361 parent; a traditional Argentine (and Uruguayan) folk dance/music genre,Q645992,
Q5581134,gombhira,root item with no P279/P361 parent; a Bengali comedic folk song genre originating in Bangladesh,Q3328593,
Q7724724,kaboela,root item with no P279/P361 parent; a Surinamese music and dance style,Q6942295,
Q6025503,mozo danza,root item with no P279/P361 parent; a Peruvian folk dance/music genre,Q3085344,
Q6057482,pala pala,root item with no P279/P361 parent; a dance/music genre from the Argentine Northwest,Q645992,
Q6058911,palito,root item with no P279/P361 parent; an Argentine folk dance/music genre,Q645992,
Q6103404,refalosa,root item with no P279/P361 parent; a South American folk dance/music genre with stated country of origin Peru,Q3085344,
Q6108923,rin,root item with no P279/P361 parent; a Chilean music genre and dance type,Q3889385,
Q2797513,sainaimu,"root item with no P279/P361 parent; also known as sanam/senem, a folk dance/music genre with country of origin China",Q277393,
Q2748579,Čoček,root item with no P279/P361 parent; a Balkan (Ottoman-era/Romani) musical genre and dance not tied to one modern nation,Q3211884,
Q15623112,Zapateado,root item with no P279/P361 parent; an Andalusian Spanish traditional dance and music style,Q964987,
Q99640582,mining brass band,root item with no P279/P361 parent; a British colliery brass-band tradition (England/Wales),Q268673,
Q3328797,musique actuelle,"root item with no P279/P361 parent; a Quebec-originated (Montreal, FIMAV) avant-garde/experimental music movement",Q6942037,
Q10690617,tango waltz,"root item with no P279/P361 parent; subclass of waltz, but this is the Argentine/Uruguayan tango-adjacent vals criollo style",Q645992,
Q123139242,two step,root item with no P279/P361 parent; a ragtime-era American composed dance-music form (waltz/ragtime themselves are flagged regional so can't serve as canonical parent),Q2267955,
Q7311227,Bangsawan,"root item with no P279/P361 parent and no P2341/P495 value, but a Malay theatrical/musical genre missed by the automated seed/indigenous_to/country_of_origin classification",Q3328715,
Q11722315,Caoine,"root item with no P279/P361 parent and no P2341/P495 value, but an Irish keening/lament genre missed by the automated seed/indigenous_to/country_of_origin classification",Q1378776,
Q2413836,Gar,"root item with no P279/P361 parent and no P2341/P495 value, but a Tibetan classical dance-music genre missed by the automated seed/indigenous_to/country_of_origin classification",Q1585558,
